id,title,artists,duration,mbid,jams_path
weimar_356,How High the Moon,Pepper Adams,32.95918367346939,dcb9f1ec-4e31-41d3-be43-628aa452da99,../../partitions/weimar/choco/jams/weimar_356.jams
weimar_357,Just One of Those Things,Pepper Adams,100.50201814058957,f6f7d7b4-ad67-4551-ac4f-7a227e2478ca,../../partitions/weimar/choco/jams/weimar_357.jams
weimar_358,You'd Be So Nice to Come Home to,Pepper Adams,43.285714285714285,6a239b58-68ce-459c-a446-01febba53b1f,../../partitions/weimar/choco/jams/weimar_358.jams
weimar_359,Be My Love,Phil Woods,121.0592290249433,4107ddbf-3e08-462a-9458-e78a1eadfd20,../../partitions/weimar/choco/jams/weimar_359.jams
weimar_360,Cotton Tail,Phil Woods,30.809977324263038,ffc84cb6-12bf-40e1-bf24-80c1568989c0,../../partitions/weimar/choco/jams/weimar_360.jams
weimar_361,Crazy Rhythm,Phil Woods,33.436734693877554,b17ab882-6d0b-4c1a-a50f-a836bcc7e900,../../partitions/weimar/choco/jams/weimar_361.jams
weimar_362,Honeysuckle Rose,Phil Woods,32.91863945578232,739d6ed7-141d-40a7-bdf2-38bc6e84864d,../../partitions/weimar/choco/jams/weimar_362.jams
weimar_363,On a Slow Boat to China,Phil Woods,129.0720634920635,,../../partitions/weimar/choco/jams/weimar_363.jams
weimar_364,Strollin' with Pam,Phil Woods,147.27836734693878,,../../partitions/weimar/choco/jams/weimar_364.jams
weimar_365,Oleo,Red Garland,59.353106575963714,f211c338-467e-4ed1-8f9b-4c746cafa061,../../partitions/weimar/choco/jams/weimar_365.jams
weimar_366,Perdido,Rex Stewart,86.95306122448979,9b41dfd1-4eab-4edd-a703-d9a277c408d8,../../partitions/weimar/choco/jams/weimar_366.jams
weimar_367,Body and Soul,Roy Eldridge,76.72589569160998,aa303ee8-9a54-47de-a7b9-4a725cf2680b,../../partitions/weimar/choco/jams/weimar_367.jams
weimar_368,King David,Roy Eldridge,38.019773242630386,ca004fea-78b6-431c-8bae-e7e3963f6c15,../../partitions/weimar/choco/jams/weimar_368.jams
weimar_369,St. Louis Blues,Roy Eldridge,34.57142857142858,e142b1ab-6645-4a11-a72d-9692f500b5f3,../../partitions/weimar/choco/jams/weimar_369.jams
weimar_370,The Gasser,Roy Eldridge,71.08208616780045,,../../partitions/weimar/choco/jams/weimar_370.jams
weimar_371,The Gasser,Roy Eldridge,66.05918367346939,,../../partitions/weimar/choco/jams/weimar_371.jams
weimar_372,Undecided,Roy Eldridge,63.24099773242631,8f233008-349c-4d0d-8122-2c6023df4d55,../../partitions/weimar/choco/jams/weimar_372.jams
weimar_373,Baby Won't You Please Come Home,Sidney Bechet,21.20562358276644,0d36dbca-556a-4e81-94dc-80e825ad795c,../../partitions/weimar/choco/jams/weimar_373.jams
weimar_374,I'm Coming Virginia,Sidney Bechet,29.70412698412698,a2317572-9ded-4e52-9bbe-2deb7da1bece,../../partitions/weimar/choco/jams/weimar_374.jams
weimar_375,Limehouse Blues,Sidney Bechet,31.42857142857143,2b718e7e-f877-4a44-a7d3-ad24375d58dd,../../partitions/weimar/choco/jams/weimar_375.jams
weimar_376,Really the Blues,Sidney Bechet,81.26122448979592,1c57643c-2de7-4f69-84fa-300faf0503ae,../../partitions/weimar/choco/jams/weimar_376.jams
weimar_377,Summertime,Sidney Bechet,189.06848072562357,1b79829f-fcfa-47dc-90f9-5537ca749975,../../partitions/weimar/choco/jams/weimar_377.jams
weimar_378,Airegin,Sonny Rollins,105.29814058956916,35def392-04d1-45ad-8107-148ab890cb2f,../../partitions/weimar/choco/jams/weimar_378.jams
weimar_379,Blue Seven,Sonny Rollins,109.70657596371882,26b0dbe3-b9dd-4061-998a-fecb892d5a2a,../../partitions/weimar/choco/jams/weimar_379.jams
weimar_380,Blue Seven,Sonny Rollins,38.39591836734694,26b0dbe3-b9dd-4061-998a-fecb892d5a2a,../../partitions/weimar/choco/jams/weimar_380.jams
weimar_381,Blue Seven,Sonny Rollins,46.080000000000005,26b0dbe3-b9dd-4061-998a-fecb892d5a2a,../../partitions/weimar/choco/jams/weimar_381.jams
weimar_382,I'll Remember April,Sonny Rollins,77.42208616780046,d84746cf-9bc6-40f0-bd4d-e86a553cd3d4,../../partitions/weimar/choco/jams/weimar_382.jams
weimar_383,Playin' in the Yard,Sonny Rollins,75.19201814058957,d0d524e5-f28d-4c96-abb5-6ddb9e7f04e6,../../partitions/weimar/choco/jams/weimar_383.jams
weimar_384,Playin' in the Yard,Sonny Rollins,54.54947845804989,d0d524e5-f28d-4c96-abb5-6ddb9e7f04e6,../../partitions/weimar/choco/jams/weimar_384.jams
weimar_385,St. Thomas,Sonny Rollins,92.53061224489795,743ab1b8-c929-4f2f-8ee0-401a01434144,../../partitions/weimar/choco/jams/weimar_385.jams
weimar_386,St. Thomas,Sonny Rollins,68.9661678004535,743ab1b8-c929-4f2f-8ee0-401a01434144,../../partitions/weimar/choco/jams/weimar_386.jams
weimar_387,Tenor Madness,Sonny Rollins,130.6251247165533,2cf1c0e0-de85-4532-acff-887ffac75499,../../partitions/weimar/choco/jams/weimar_387.jams
weimar_388,The Everywhere Calypso,Sonny Rollins,131.40308390022676,70543709-7166-410b-a9e9-c07600315657,../../partitions/weimar/choco/jams/weimar_388.jams
weimar_389,The Everywhere Calypso,Sonny Rollins,186.30816326530612,70543709-7166-410b-a9e9-c07600315657,../../partitions/weimar/choco/jams/weimar_389.jams
weimar_390,Vierd Blues,Sonny Rollins,148.7932879818594,28b5ee97-cae7-4144-8233-af5fafa58e13,../../partitions/weimar/choco/jams/weimar_390.jams
weimar_391,Blue Mode,Sonny Stitt,94.06938775510204,fc1d191d-ca01-4053-b355-79cf8c5d6983,../../partitions/weimar/choco/jams/weimar_391.jams
weimar_392,Blues in Be-Bop,Sonny Stitt,28.97551020408163,3f9c0f89-0e80-4743-ac6c-ed6e3260bb27,../../partitions/weimar/choco/jams/weimar_392.jams
weimar_393,Body and Soul,Sonny Stitt,123.51600907029479,aa1d15b7-9633-402c-a2ae-df405a75dc93,../../partitions/weimar/choco/jams/weimar_393.jams
